,,FERIDOS GRAVES,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2013,51,18,20,14,9,29,29,21,24,37,36,187,-,475
,2014,41,28,23,9,14,13,26,18,28,35,30,196,-,461
,14-13,-10,10,3,-5,5,-16,-3,-3,4,-2,-6,9,-,-14
Veíc. Ligeiros *,2013,29,48,124,107,84,75,59,63,55,65,34,145,2,890
,2014,40,54,133,89,77,76,83,73,61,55,40,171,2,954
,14-13,11,6,9,-18,-7,1,24,10,6,-10,6,26,0,64
Veíc. Pesados *,2013,-,1,-,2,1,4,6,7,7,6,3,4,-,41
,2014,-,0,-,1,2,1,7,2,9,3,2,1,-,28
,14-13,-,-1,-,-1,1,-3,1,-5,2,-3,-1,-3,-,-13
Velocípedes *,2013,9,7,6,4,7,6,9,4,8,8,4,17,-,89
,2014,17,11,3,4,9,8,13,15,7,6,7,20,-,120
,14-13,8,4,-3,0,2,2,4,11,-1,-2,3,3,-,31
Ciclomotores *,2013,-,18,14,9,7,13,24,24,19,14,11,36,-,189
,2014,-,17,12,9,9,9,19,24,20,22,10,38,-,189
,14-13,-,-1,-2,0,2,-4,-5,0,1,8,-1,2,-,0
Motociclos *,2013,1,28,32,37,47,51,30,19,21,12,7,6,-,291
,2014,1,21,35,41,50,58,43,25,23,20,7,7,-,331
,14-13,0,-7,3,4,3,7,13,6,2,8,0,1,-,40
Outros,2013,5,5,6,6,5,4,4,4,6,5,3,24,1,78
,2014,3,7,3,5,4,4,2,3,5,4,2,27,0,69
,14-13,-2,2,-3,-1,-1,0,-2,-1,-1,-1,-1,3,-1,-9
N.D.,2013,-,-,-,-,1,-,-,-,-,-,-,-,-,1
,2014,-,-,-,-,0,-,-,-,-,-,-,-,-,0
,14-13,-,-,-,-,-1,-,-,-,-,-,-,-,-,-1
TOTAL,2013,95,125,202,179,161,182,161,142,140,147,98,419,3,2054
,2014,102,138,209,158,165,169,193,160,153,145,98,460,2,2152
,14-13,7,13,7,-21,4,-13,32,18,13,-2,0,41,-1,98
