Distrito de Viana do Castelo,,,,,,,,
,,,,,,,,
Código,Km,km,Nº de,Nº de,Nº de,Nº de,Nº de,Indicador de
da via,Inicial,Final,Acidentes,Veículos,Mortos,F.Graves,F.Leves,Gravidade
EN201,32.900,32.900,5,9,0,0,7,21
EN202,1.400,1.500,5,10,0,1,5,25
EN202,10.700,10.900,6,10,0,4,9,67
,,Total,16,29,0,5,21,
Distrito de Vila Real,,,,,,,,
,,,,,,,,
,,,,,,,,
EN2,58.300,58.500,5,10,0,0,9,27
