3. Veículos importados usados segundo,,,
"a cilindrada, em 2003",,,
,,,
Escalões em c.c.,,Nº de Veículos,
,,,
,,,%
Até 750 c.c.,Ligeiros,286,"0,9"
De 751 a 1500 c.c.,Ligeiros,1799,"5,5"
,Ligeiros,28416,"87,2"
De 1501 a 3750 c.c.,Pesados,27,"0,1"
,Sub-total,28443,"87,3"
,Ligeiros,285,"0,9"
De 3751 a 6000 c.c.,Pesados,339,"1,0"
,Sub-total,624,"1,9"
,Ligeiros,16,"0,0"
De 6001 a 8000 c.c.,Pesados,154,"0,5"
,Sub-total,170,"0,5"
Mais de 8000 c.c.,Pesados,1257,"3,9"
Total,,32579,"100,0"
