,,,,Portugal,,,Espanha,,,França,,,Áustria,,,EU 28,
,Acidentes com vítimas,,3.498,,,2.189,,,832,,,4.165,,,2.007,,
,Vítimas mortais,,69,,,39,,,49,,,46,,,49,,
