,,,,Custo por vítima mortal,,,Custo por ferido grave,,,Custo por ferido ligeiro,
,,,,(€),,,(€),,,(€),
,UE28 (média),,3.273.910,,,498.591,,,38.514,,
,Portugal,,2.541.032,,,385.934,,,29.815,,
