,,,,,
,Veículos intervenientes em acidentes por 1000 veículos em circulação,,,,
,,,,,
,,,,,
,Parque automóvel,,,,
,,Colisão,Despiste,Atropelamento,Total
,circulação (1),,,,
,,,,,
Motociclos,153760,"22,1","7,5","1,8","31,4"
,,,,,
Veículos ligeiros,4654107,"8,1","2,0","1,3","11,5"
,,,,,
Veículos pesados,149254,"17,3","2,8","2,1","22,3"
,,,,,
