3. Veículos importados usados segundo,,,
"a cilindrada, em 2002",,,
,,,
Escalões em c.c.,,Nº de Veículos,
,,,%
Até 750 c.c.,Ligeiros,186,"0,54"
De 751 a 1500 c.c.,Ligeiros,1.740,"5,02"
,Ligeiros,29.954,"86,45"
De 1501 a 3750 c.c.,Pesados,37,"0,11"
,Sub-total,29.991,"86,56"
,Ligeiros,283,"0,82"
De 3751 a 6000 c.c.,Pesados,458,"1,32"
,Sub-total,741,"2,14"
,Ligeiros,14,"0,04"
De 6001 a 8000 c.c.,Pesados,199,"0,57"
,Sub-total,213,"0,61"
Mais de 8000 c.c.,Pesados,1.776,"5,13"
Total,,34.647,"100,00"
