,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,,,,,,,,
,2001,2002,2001,2002,2001,2002,2001,2002
,,,,,,,,
Com capacete,284,280,1219,897,9166,8405,10669,9582
,,,,,,,,
Com cinto de segurança,378,381,1515,1346,16828,18078,18721,19805
Sem uso de cinto/capacete,154,139,309,262,1903,1729,2366,2130
Não definidos,22,32,91,120,753,1074,866,1226
,,,,,,,,
Total,838,832,3134,2625,28650,29286,32622,32743
