,,CONTRA-ORDENAÇÕES,,,
,,M. Graves,Graves,Leves,
,,,,,Total (1)
,,,,,
,2001,19 389,191 424,832 814,1 043 627
2002,,24 307,224 549,987 553,1 236 409
,,,,,
,2003,29 144,234 941,1 001 676,1 265 918
,2004,27 493,230 567,1 214 747,1 472 949
2005,,46 597,232 396,997 467,1 276 521
,,,,,
