,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2004,2005,2004,2005,2004,2005,2004,2005
Segunda,90,92,314,293,3985,3783,4389,4168
Terça,99,82,264,244,3552,3533,3915,3859
Quarta,67,89,278,267,3855,3573,4200,3929
Quinta,71,81,326,296,3824,3543,4221,3920
Sexta,95,92,388,307,4166,4084,4649,4483
Sábado,131,123,398,354,3898,3906,4427,4383
Domingo,124,115,413,382,3865,3566,4402,4063
Total,677,674,2381,2143,27145,25988,30203,28805
,,,,,,,,
