,,TOTAL DE VÍTIMAS,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2015,672,426,286,185,215,233,249,310,351,388,404,1675,5,5399
,2016,666,428,308,250,213,244,267,318,330,386,378,1749,0,5537
,16-15,,,,,,,,,,,,,,
Veíc. Ligeiros *,2015,1613,1508,3191,2403,2275,2204,2061,1881,1736,1534,1361,3615,16,25398
,2016,1539,1342,3189,2543,2262,2206,2169,1846,1776,1515,1298,3757,2,25444
,16-15,,,,,,,,,,,,,,
Veíc. Pesados *,2015,31,15,36,35,63,50,78,75,87,72,45,66,0,653
,2016,46,34,27,29,40,57,54,63,81,63,44,57,1,596
,16-15,,,,,,,,,,,,,,
Velocípedes *,2015,165,207,110,112,162,186,192,175,161,118,91,283,1,1963
,2016,124,216,124,109,135,170,169,164,164,141,126,238,2,1882
,16-15,,,,,,,,,,,,,,
Ciclomotores *,2015,35,308,212,151,118,216,238,281,284,259,213,621,7,2943
,2016,27,278,204,158,113,140,210,224,292,262,227,624,1,2760
,16-15,,,,,,,,,,,,,,
Motociclos *,2015,44,430,475,620,648,639,530,427,321,175,131,166,3,4609
,2016,27,518,491,674,632,641,562,419,373,218,150,175,1,4881
,16-15,,,,,,,,,,,,,,
Outros *,2015,21,28,34,26,30,28,23,39,38,38,32,244,3,584
,2016,14,25,33,42,30,19,28,29,38,34,40,234,0,566
,16-15,,,,,,,,,,,,,,
N.D.,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2016,0,0,0,1,0,0,1,0,0,0,0,0,0,2
,16-15,0,0,0,,0,0,,0,0,0,0,0,0,
TOTAL,2015,2581,2922,4344,3532,3511,3556,3371,3188,2978,2584,2277,6670,35,41549
,2016,2443,2841,4376,3806,3425,3477,3460,3063,3054,2619,2263,6834,7,41668
,16-15,,,,,,,,,,,,,,
