,,FERIDOS LEVES,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2015,623,399,278,179,194,204,226,273,305,351,352,1438,3,4825
,2016,617,405,289,232,207,228,243,293,303,339,342,1514,0,5012
,16-15,,,,,,,,,,,,,,
Veíc. Ligeiros *,2015,1569,1433,3043,2287,2183,2128,1976,1799,1639,1457,1286,3374,16,24190
,2016,1507,1287,3027,2429,2165,2113,2080,1771,1700,1440,1227,3509,2,24257
,16-15,,,,,,,,,,,,,,
Veíc. Pesados *,2015,30,13,33,31,56,44,68,64,74,63,38,63,0,577
,2016,46,34,27,29,36,52,48,60,77,58,35,56,1,559
,16-15,,,,,,,,,,,,,,
Velocípedes *,2015,149,190,104,105,156,175,178,157,142,109,86,254,1,1806
,2016,110,205,119,98,131,163,157,151,151,126,121,210,1,1743
,16-15,,,,,,,,,,,,,,
Ciclomotores *,2015,34,294,198,141,108,199,219,255,258,230,198,568,7,2709
,2016,24,265,191,150,102,129,196,208,267,239,210,570,1,2552
,16-15,,,,,,,,,,,,,,
Motociclos *,2015,39,405,433,573,583,580,486,383,287,166,117,155,3,4210
,2016,24,484,465,620,594,595,519,380,345,195,140,157,1,4519
,16-15,,,,,,,,,,,,,,
Outros *,2015,16,25,26,20,28,24,18,33,32,33,26,208,2,491
,2016,11,23,27,31,25,15,24,26,33,29,32,187,0,463
,16-15,,,,,,,,,,,,,,
N.D.,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,16-15,0,0,0,0,0,0,,0,0,0,0,0,0,
TOTAL,2015,2460,2759,4115,3336,3308,3354,3171,2964,2737,2409,2103,6060,32,38808
,2016,2339,2703,4145,3589,3260,3295,3268,2889,2876,2426,2107,6203,6,39106
,16-15,,,,,,,,,,,,,,
