,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2011 2012,2011 2012,2011 2012,2011 2012
"Dentro das localidades
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","166 121
124 81
28 34
5 4
4 0
5 2","420 363
374 309
40 47
4 5
1 1
1 1","5045 4600
4669 4247
313 271
48 37
3 6
12 39","5631 5084
5167 4637
381 352
57 46
8 7
18 42"
"Fora das localidades
Autoestrada
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","33 38
5 10
19 14
5 5
4 7
0 9","42 34
8 4
21 17
9 7
2 5
2 0","120 89
15 5
59 47
31 18
10 10
5 0","195 161
28 19
99 78
45 30
16 22
7 9"
"Total
Autoestrada
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","199 159
5 10
124 81
47 48
10 9
8 7
5 11","462 397
8 4
374 309
61 64
13 12
3 6
3 1","5165 4689
15 5
4669 4247
372 318
79 55
13 16
17 39","5826 5245
28 19
5167 4637
480 430
102 76
24 29
25 51"
