,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2011 2012,2011 2012,2011 2012,2011 2012
"Dia
Noite
Aurora ou crepúsculo","89 57
60 49
12 11","276 231
191 134
22 26","7421 6621
2982 2573
354 318","7786 6909
3233 2756
388 355"
Total(1),161 117,489 392,10793 9524,11443 10033
