,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2011 2012,2011 2012,2011 2012,2011 2012
"Dentro das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","166 121
15 13
17 11
13 10
10 7
13 13
10 13
13 11
21 6
9 7
12 9
14 8
19 13","420 363
32 32
29 33
36 18
34 15
31 32
39 35
37 24
38 24
31 32
34 43
36 35
43 40","5045 4600
473 421
427 362
404 372
416 269
395 336
334 340
359 401
362 334
448 348
494 397
494 484
439 536","5631 5084
520 466
473 406
453 400
460 291
439 381
383 388
409 436
421 364
488 387
540 449
544 527
501 589"
"Fora das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","33 38
3 3
1 1
1 3
1 2
1 1
2 3
4 4
2 1
1 5
5 8
5 4
7 3","42 34
4 5
5 4
4 4
1 2
1 3
3 1
2 1
2 2
5 1
2 3
5 7
8 1","120 89
11 10
7 8
4 9
11 4
8 5
14 5
13 8
11 7
11 7
13 11
11 5
6 10","195 161
18 18
13 13
9 16
13 8
10 9
19 9
19 13
15 10
17 13
20 22
21 16
21 14"
"Total
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","199 159
18 16
18 12
14 13
11 9
14 14
12 16
17 15
23 7
10 12
17 17
19 12
26 16","462 397
36 37
34 37
40 22
35 17
32 35
42 36
39 25
40 26
36 33
36 46
41 42
51 41","5165 4689
484 431
434 370
408 381
427 273
403 341
348 345
372 409
373 341
459 355
507 408
505 489
445 546","5826 5245
538 484
486 419
462 416
473 299
449 390
402 397
428 449
436 374
505 400
560 471
565 543
522 603"
