,,Vítimas mortais,
,,<=14 15-19 20-24 25-29 30-34 35-39 40-44 45-49 50-54 55-59 60-64 >=65,"Total
(1)"
Peões,"2011
2012
12/11","11 3 3 4 1 10 4 13 13 16 15 106
4 1 4 5 6 5 6 6 13 10 16 82
-7 -2 1 1 5 -5 2 -7 0 -6 1 -24","199
159
-40"
"Veículo
Ligeiro*","2011
2012
12/11","5 25 58 41 25 24 25 33 28 33 23 90
7 8 38 26 27 27 18 21 24 24 14 67
2 -17 -20 -15 2 3 -7 -12 -4 -9 -9 -23","410
303
-107"
"Veículo
Pesado*","2011
2012
12/11","0 0 2 2 0 0 4 3 1 2 2 0
0 1 0 0 0 2 4 6 1 5 1 1
0 1 -2 -2 0 2 0 3 0 3 -1 1","16
21
5"
Velocípede**,"2011
2012
12/11","2 1 0 1 1 1 4 3 5 4 2 21
1 2 1 1 2 7 2 2 2 1 3 6
-1 1 1 0 1 6 -2 -1 -3 -3 1 -15","45
32
-13"
Ciclomotor*,"2011
2012
12/11","1 2 3 1 4 5 3 5 5 10 3 24
0 4 0 2 4 5 4 7 5 6 2 17
-1 2 -3 1 0 0 1 2 0 -4 -1 -7","66
57
-9"
Motociclo*,"2011
2012
12/11","0 6 8 19 27 17 5 7 9 4 1 4
1 3 9 18 22 12 14 6 9 8 1 1
1 -3 1 -1 -5 -5 9 -1 0 4 0 -3","107
104
-3"
Total (2),"2011
2012
12/11","19 39 77 68 63 60 45 67 66 71 52 264
13 19 56 55 61 58 48 52 58 57 40 195
-6 -20 -21 -13 -2 -2 3 -15 -8 -14 -12 -69","891
718
-173"
