,Relação entre os condutores vítimas e o total de condutores,,,,
,Total de condutores,"Cond. mortos
por 1000 cond.","Cond. f. graves
por 1000 cond.","Cond. f. leves
por 1000 cond.","Cond. vítimas
por 1000 cond."
<=24 anos,666652,"0,4","2,0","15,4","17,8"
25-64 anos,2814455,"0,2","0,8","6,9","7,9"
>=65 anos,366891,"0,3","0,9","5,6","6,7"
